epoch,accuracy,loss,val_accuracy,val_loss
64,0.9200819730758667,0.19977760314941406,0.7654321193695068,0.666595458984375
65,0.9241803288459778,0.1911907196044922,0.7592592835426331,0.6121519804000854
66,0.9549180269241333,0.16961760818958282,0.7407407164573669,0.6334571838378906
67,0.9651639461517334,0.14894482493400574,0.7654321193695068,0.6196880340576172
68,0.9651639461517334,0.1393686980009079,0.7530864477157593,0.7042612433433533
69,0.9467213153839111,0.15801700949668884,0.7530864477157593,0.6688607335090637
70,0.9487704634666443,0.15422767400741577,0.7469135522842407,0.6740180850028992
71,0.9795082211494446,0.13163162767887115,0.7592592835426331,0.6570758819580078
72,0.9795082211494446,0.11283000558614731,0.7283950448036194,0.6262582540512085
73,0.9795082211494446,0.11756482720375061,0.7530864477157593,0.7018953561782837
74,0.9815573692321777,0.10910286009311676,0.7345678806304932,0.6596223711967468
75,0.9774590134620667,0.11429964005947113,0.7469135522842407,0.6786072254180908
76,0.9795082211494446,0.10703328996896744,0.7283950448036194,0.6672208905220032
77,0.9918032884597778,0.09348825365304947,0.7469135522842407,0.6759057641029358
78,0.9897540807723999,0.08556152880191803,0.7469135522842407,0.7261292934417725
79,0.9856557250022888,0.08166225254535675,0.7283950448036194,0.6969709992408752
80,0.9856557250022888,0.08651114255189896,0.709876537322998,0.7334349155426025
81,0.9877049326896667,0.08550643920898438,0.7407407164573669,0.7077258825302124
82,0.9959016442298889,0.06861875206232071,0.7592592835426331,0.7678552269935608
83,0.9959016442298889,0.06528614461421967,0.7530864477157593,0.7882026433944702
84,0.993852436542511,0.06263567507266998,0.7530864477157593,0.7589465379714966
85,0.9979507923126221,0.06020062044262886,0.7469135522842407,0.7670455574989319
86,0.9979507923126221,0.0562753826379776,0.7469135522842407,0.7940734028816223
87,0.9979507923126221,0.05119054391980171,0.7469135522842407,0.8098495602607727
88,0.9918032884597778,0.05486339330673218,0.7469135522842407,0.803152322769165
89,1.0,0.04330769181251526,0.7407407164573669,0.7807211875915527
90,1.0,0.043042805045843124,0.7530864477157593,0.8183763027191162
91,1.0,0.03978970646858215,0.7407407164573669,0.8177134394645691
92,1.0,0.03917880356311798,0.7407407164573669,0.8320943713188171
93,1.0,0.03481318801641464,0.7530864477157593,0.8277113437652588
94,1.0,0.03245539590716362,0.7716049551963806,0.8593170642852783
95,1.0,0.032578472048044205,0.7592592835426331,0.8398836851119995
96,1.0,0.03173493593931198,0.7469135522842407,0.8491360545158386
97,1.0,0.029645077884197235,0.7654321193695068,0.8807340860366821
98,1.0,0.02779954858124256,0.7407407164573669,0.8690863847732544
99,1.0,0.027926143258810043,0.7469135522842407,0.8614680171012878
